Country;Country Code;Indicator Name;Indicator Code;Year;PPP
Ghana;GHA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1999;0.102379770404
Ghana;GHA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2000;0.127409687528
Gambia, The;GMB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1999;2.95862257259
Guinea-Bissau;GNB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2012;232.193115234
Guinea-Bissau;GNB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1995;94.9401616001
Equatorial Guinea;GNQ;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1995;141.612997478
Greece;GRC;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2003;0.685789
Guatemala;GTM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2004;2.7800327096
Hong Kong SAR, China;HKG;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1996;7.64031417503
Honduras;HND;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2016;10.3925352097
Croatia;HRV;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2011;3.75264064166
Croatia;HRV;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1996;3.25931243045
Indonesia;IDN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2008;2725.60594695
India;IND;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1991;6.04062922203
India;IND;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1995;7.94442367935
Ireland;IRL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2016;0.794289
Jamaica;JAM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2019;73.0058892308
Jamaica;JAM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1997;18.7845946823
Jamaica;JAM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1996;17.4333923142
Jordan;JOR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2013;0.308029383421
Kazakhstan;KAZ;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2000;22.5868578633
Kenya;KEN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2015;39.0404777527
Kenya;KEN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1991;9.1032530453
Kenya;KEN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2004;23.0432954546
Cambodia;KHM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1998;1152.76506677
Kuwait;KWT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2011;0.171689406037
Kuwait;KWT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1997;0.0895777803219
Lao PDR;LAO;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2003;1736.66112138
Lebanon;LBN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1993;615.937611987
St. Lucia;LCA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1996;1.64948702422
Liechtenstein;LIE;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;;
Sri Lanka;LKA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2000;19.093137855
Lithuania;LTU;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2014;0.44262
Luxembourg;LUX;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1992;0.967241
Luxembourg;LUX;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2006;0.917918
Luxembourg;LUX;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2004;0.951997
Macao SAR, China;MAC;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2019;5.2429075962
Macao SAR, China;MAC;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1996;4.00212962027
Macao SAR, China;MAC;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2001;3.501497384
Moldova;MDA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2016;5.40873813629
Mexico;MEX;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1993;2.057499
Mexico;MEX;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2007;7.374153
Marshall Islands;MHL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2007;0.887496335552
Mali;MLI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2019;212.437827427
Mali;MLI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2004;161.785041631
Myanmar;MMR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2008;220.094173435
Montenegro;MNE;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2000;0.293389959979
Mongolia;MNG;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2004;190.551950501
Mozambique;MOZ;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1991;1.26924557283
Mauritius;MUS;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2001;11.8763121053
Malawi;MWI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2002;35.2078277858
Malaysia;MYS;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1994;1.00461350354
Niger;NER;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2015;249.921112061
Niger;NER;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2001;185.796001318
Nigeria;NGA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2000;23.3010213559
Nicaragua;NIC;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1997;3.56292652581
Netherlands;NLD;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1999;0.906357
Norway;NOR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1994;9.006615
Nauru;NRU;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2018;1.0718677373
Nauru;NRU;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2015;0.763090017337
New Zealand;NZL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2012;1.495622
New Zealand;NZL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2000;1.443906
New Zealand;NZL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2004;1.507677
Oman;OMN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2012;0.188951402903
Pakistan;PAK;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2007;14.6173958916
Peru;PER;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2014;1.64585924149
Peru;PER;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2008;1.39413990275
Palau;PLW;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2017;0.900507625788
Poland;POL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2013;1.762045
Puerto Rico;PRI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2007;0.774737601631
Portugal;PRT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2013;0.583607
Portugal;PRT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1992;0.553587
Portugal;PRT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2002;0.672081
Portugal;PRT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2000;0.660828
Portugal;PRT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2006;0.641013
Paraguay;PRY;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1999;777.163267229
Qatar;QAT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2015;2.46818041801
Qatar;QAT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2006;1.79323499438
Russian Federation;RUS;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2004;11.556843
Rwanda;RWA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2015;299.615020752
Saudi Arabia;SAU;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2018;1.79507684403
Sudan;SDN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1998;0.418403289064
Senegal;SEN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2013;247.211914062
Solomon Islands;SLB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1998;2.899114422
Solomon Islands;SLB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2003;3.89505166016
Sierra Leone;SLE;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1999;414.471557872
El Salvador;SLV;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2014;0.496190518141
El Salvador;SLV;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2007;0.47846102284
Somalia;SOM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2011;8001.03131379
Serbia;SRB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2017;40.6910171197
Serbia;SRB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2013;39.3228103335
South Sudan;SSD;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2010;1.17170199854
Slovak Republic;SVK;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1997;0.450574
Slovenia;SVN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2006;0.6105
Sweden;SWE;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2018;8.589563
Sweden;SWE;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2010;9.017736
Sint Maarten (Dutch part);SXM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2016;1.48035085201
Seychelles;SYC;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1993;3.11274905853
Seychelles;SYC;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2001;3.15199786071
Togo;TGO;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2002;227.512092821
Togo;TGO;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2006;205.43456978
Thailand;THA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1991;9.15890083842
Thailand;THA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1993;9.73365024672
Tajikistan;TJK;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2005;0.622727413179
Turkmenistan;TKM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1999;0.425014451336
Turkmenistan;TKM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1993;0.000186216553669
Turkmenistan;TKM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1994;0.0019186007164
Timor-Leste;TLS;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2001;0.358046143249
Timor-Leste;TLS;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2005;0.335183428353
Trinidad and Tobago;TTO;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2001;2.80316390592
Tuvalu;TUV;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1994;0.801055177824
Tanzania;TZA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2019;929.189662651
Uganda;UGA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2015;1125.47131348
Ukraine;UKR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2014;3.43497610092
Ukraine;UKR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1990;4.40890031445e-06
Ukraine;UKR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2009;2.53417957615
Uruguay;URY;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2009;13.7938175562
United States;USA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2014;1.0
United States;USA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1999;1.0
St. Vincent and the Grenadines;VCT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1993;1.58324377793
St. Vincent and the Grenadines;VCT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2002;1.65655667979
Venezuela, RB;VEN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1994;0.0365309611827
Venezuela, RB;VEN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1996;0.114927197914
Venezuela, RB;VEN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2001;0.296158918489
Vanuatu;VUT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2012;99.0276695451
Vanuatu;VUT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1994;81.8428703445
Samoa;WSM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2002;1.41947988284
Kosovo;XKX;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2010;0.318523338325
Kosovo;XKX;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2005;0.298894675371
Yemen, Rep.;YEM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2008;63.6093193435
Aruba;ABW;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1995;1.06204160376
Afghanistan;AFG;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2006;12.2171401768
Angola;AGO;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1997;0.045997781415
Albania;ALB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2001;42.8055803793
Albania;ALB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2004;44.9359771055
United Arab Emirates;ARE;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2007;1.76282987278
Argentina;ARG;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1995;0.743129894234
Armenia;ARM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2009;150.392352093
Antigua and Barbuda;ATG;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2005;1.67271317574
Austria;AUT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1998;0.922801
Azerbaijan;AZE;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2012;0.369043290615
Azerbaijan;AZE;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1990;7.64083988825e-06
Burundi;BDI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2008;369.595026738
Belgium;BEL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2013;0.806166
Benin;BEN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2002;210.467876252
Burkina Faso;BFA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1990;162.439476984
Burkina Faso;BFA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1994;159.787399536
Bangladesh;BGD;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2005;17.5137431055
Bulgaria;BGR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1992;0.00340601022314
Bulgaria;BGR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1994;0.00850048441464
Bulgaria;BGR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2007;0.657230263314
Bahrain;BHR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2016;0.189881026745
Bosnia and Herzegovina;BIH;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1994;0.659406545103
Belarus;BLR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2011;0.196053221822
Belize;BLZ;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2015;1.31852507591
Bolivia;BOL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1996;1.57038349192
Barbados;BRB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1999;1.83780371687
Barbados;BRB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2001;1.77491436557
Botswana;BWA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2018;4.67521265498
Botswana;BWA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2015;4.43012523651
Central African Republic;CAF;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2017;286.829162598
Central African Republic;CAF;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1991;211.910913109
Canada;CAN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2015;1.248042
Canada;CAN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2011;1.239904
Canada;CAN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2002;1.229333
Canada;CAN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2008;1.23439
Switzerland;CHE;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1995;1.926041
Chile;CHL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2012;347.228507
China;CHN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2014;3.75884985924
China;CHN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1992;1.84765273036
Cote d'Ivoire;CIV;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2000;202.368002838
Congo, Dem. Rep.;COD;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1996;0.121405314532
Congo, Dem. Rep.;COD;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2002;137.326954188
Congo, Rep.;COG;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1998;117.995205185
Congo, Rep.;COG;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1994;120.505920148
Colombia;COL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1991;213.980232989
Colombia;COL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1994;374.129743361
Curacao;CUW;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2011;1.3246216774
Cayman Islands;CYM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2008;0.980403585138
Cyprus;CYP;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2000;0.716790381773
Czech Republic;CZE;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1996;12.101799
Germany;DEU;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1996;0.976539
Germany;DEU;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2008;0.820401
Denmark;DNK;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2008;7.944128
Dominican Republic;DOM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1999;6.66926954794
Dominican Republic;DOM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2000;6.99363378398
Eritrea;ERI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2010;5.1901097387
Spain;ESP;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1992;0.668489
Estonia;EST;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2018;0.523582
Estonia;EST;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1996;0.378136
Estonia;EST;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2005;0.503328
Ethiopia;ETH;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2009;4.26991093144
Fiji;FJI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1999;0.812131367829
Micronesia, Fed. Sts.;FSM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2018;1.00572605465
Micronesia, Fed. Sts.;FSM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1992;0.883992483807
Gabon;GAB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2015;297.01083374
United Kingdom;GBR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2014;0.698444
Georgia;GEO;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2018;0.819481065273
Ghana;GHA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1996;0.0670423122008
Guinea;GIN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1996;694.924038087
Guinea-Bissau;GNB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1997;171.175494721
Guatemala;GTM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2016;3.8576567173
Guatemala;GTM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1993;1.5321975646
Guyana;GUY;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1993;48.6715854551
Hong Kong SAR, China;HKG;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2010;5.14153069915
Honduras;HND;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2002;6.85252033347
Haiti;HTI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2010;17.9763508429
Haiti;HTI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1996;5.29990999481
Indonesia;IDN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2016;4518.10400391
Indonesia;IDN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1990;349.823538967
Not classified;INX;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;;
Ireland;IRL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2013;0.811228
Ireland;IRL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2009;0.900621
Iran, Islamic Rep.;IRN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2018;16945.4880433
Iran, Islamic Rep.;IRN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1991;113.793685675
Iran, Islamic Rep.;IRN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1990;93.3746993569
Iran, Islamic Rep.;IRN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2000;928.389026904
Iraq;IRQ;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2003;195.141959883
Israel;ISR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2007;3.725704
Italy;ITA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1991;0.72128
Italy;ITA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2001;0.816163
Jamaica;JAM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2006;35.748772689
Jordan;JOR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1996;0.19764453157
Jordan;JOR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2009;0.262501613666
Japan;JPN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1999;162.03574
Japan;JPN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2001;149.724877
Kyrgyz Republic;KGZ;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2019;16.6585871314
Kyrgyz Republic;KGZ;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2017;16.9587230682
Kyrgyz Republic;KGZ;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2010;13.1091649845
Kyrgyz Republic;KGZ;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1993;0.659785066985
Kyrgyz Republic;KGZ;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2002;7.5519603281
St. Kitts and Nevis;KNA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2018;1.96161970145
St. Kitts and Nevis;KNA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2017;2.0397644043
Korea, Rep.;KOR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1998;775.327404
Kuwait;KWT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2015;0.190294787288
Kuwait;KWT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1993;0.0890746679598
Libya;LBY;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2017;0.60611022754
Sri Lanka;LKA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1990;9.96065921498
Lesotho;LSO;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1991;1.26932322123
Lesotho;LSO;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2000;2.40901028858
Luxembourg;LUX;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2003;0.96571
Latvia;LVA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2003;0.378618
Macao SAR, China;MAC;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2017;5.15491628647
Macao SAR, China;MAC;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2006;3.55331708408
Marshall Islands;MHL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2004;0.890832043222
Mali;MLI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1990;129.099743255
Mali;MLI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1994;159.631607809
Mali;MLI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2001;173.474516109
Myanmar;MMR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2012;267.496154785
Myanmar;MMR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2002;100.999254883
Montenegro;MNE;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2017;0.349837427869
Mongolia;MNG;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2015;717.072265625
Mongolia;MNG;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2013;630.67980957
Mongolia;MNG;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2002;154.944927396
Mongolia;MNG;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2007;285.665063112
Mozambique;MOZ;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1990;0.814708912547
Mauritania;MRT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2004;6.21965569768
Mauritius;MUS;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1998;10.7515552182
Mauritius;MUS;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2009;15.6945575971
Malawi;MWI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2016;221.197341919
Niger;NER;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1993;127.860516389
Nigeria;NGA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1996;16.0414618902
Nigeria;NGA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2009;58.470799202
Nicaragua;NIC;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2019;11.2210665111
Netherlands;NLD;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1990;0.919695
Netherlands;NLD;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2007;0.861245
Norway;NOR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2004;9.133219
Nepal;NPL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2014;28.1527462006
Nauru;NRU;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2019;1.08627842399
Oman;OMN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2015;0.198082402349
Oman;OMN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1998;0.0731747856308
Philippines;PHL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2015;19.0010089874
Papua New Guinea;PNG;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2009;1.6733821529
Poland;POL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2002;1.799795
Korea, Dem. People’s Rep.;PRK;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;;
